,EV/EBIT,Op. In./(NWC+FA),P/E,P/B,P/S,Op. In./Interest Expense,Working Capital Ratio,RoE,ROCE,Debt/Equity,Debt Ratio,Cash Ratio,Asset Turnover,Gross Profit Margin,Perf
3027,63.10669857,0.101083988,-64.66542877,1.659215624,4.616835995,1.07130386,0.051626974,-0.025658465,0.050068017,1.6994105,1.588439344,0.022114668,0.149229784,0.612704203,0.49009247
12238,43.86172266,0.178282964,108.1978643,1.786611354,1.688446728,2.094520759,1.704477544,0.016512446,0.026647607,1.205405724,1.829596193,0.922376421,16.40348891,0.620526496,0.434223541
6225,17.32754616,0.718537478,28.21427153,-9.577893136,1.253660866,3.984277124,1.312661115,-0.339469801,0.279023698,0,0.821254795,0.524975257,25.55163896,0.262163389,0.2804
1824,2.50941415,-0.368009435,-0.321107731,0.118587365,22.35476471,800,14.64649957,-0.369307101,0,0.081584572,13.25721935,14.47947277,0.263975155,1,0.203033437
2467,11.48217292,0.273639862,14.52923437,3.291934872,6.03262626,-200,8.279205782,0.226573183,0.247428267,0.075198597,14.29812044,6.490146774,8.455606644,0.772346229,1.264486889
4988,13.03668622,0.313395872,16.67707152,2.893361095,1.796910051,-200,2.76405317,0.173493355,0.135036365,1.031139639,1.969800754,1.237350361,12.30916722,0.381063388,0.372307692
3897,29.36777231,0.127626706,69.36775902,2.115512158,0.555321612,1.242097147,1.544021025,0.030497052,0.059231545,1.383901738,1.722594656,0.009540439,15.82205996,0.275235632,0.158145065
1344,13.1999263,0.073906761,16.02051748,1.333810304,1.234276695,2.978526777,0.87900822,0.083256381,0.066016465,2.269425015,1.440640247,0.132046567,0.45020383,0.187495838,0.141604855
9144,8.100019829,0.055851837,15.5316962,0.650544007,0.10039994,2.23823006,2.335277423,0.04188493,0.056538799,1.782429657,1.561031958,0.570908662,10.06070472,0.365939366,0
12727,14.1534423,0.127259852,27.58338837,2.32074181,1.415418426,59.42054575,3.461792821,0.084135487,0.12122701,0.282849331,4.535451181,2.249126404,4.019143882,0.348689146,-0.101639344
9975,9.266777377,0.22579823,10.30543814,1.39556708,0.56617592,11.30510441,4.698898584,0.135420451,0.126425985,0.7191794,2.390473644,0.18337863,6.667726458,0.284494343,0
5839,-3.082127384,0.096338665,0.019078492,0.001031433,0.000810423,66.22815534,3.322235391,0.054062618,0.081311998,0.394373263,3.535668854,0.768667169,15.67639645,0.285554242,0.459459459
12806,-2.203680555,0.003607063,-3.113907778,3.267486765,5.529769995,0.143411938,2.628667998,-1.049320339,0,0.915271867,2.092571548,1.900621118,0.529904986,0.642112626,0.498147719
4930,8.730570571,0.41307815,14.23754331,2.229003945,1.177192708,45.04347826,2.688566553,0.156558185,0.181867832,0.643244576,2.554618628,0.648464164,14.51795841,0.29375,0.016830295
10526,15.73372336,0.092960819,22.05145228,1.973831379,0.924932869,16.53731343,1.820910624,0.089510267,0.081093904,1.194991245,1.836826214,0.257419899,2.852077719,0.260815515,0
9589,197.7644655,0.047711164,-1.621474603,-0.490909608,0.032005864,0.427944618,2.072291482,0.30275504,0.006102088,0,0.827885274,0.047614276,11.19380914,0.265848256,0.093599228
3875,-13.34847584,-0.742683827,-13.85391304,12.53809454,15.73530864,-32.35714286,4.320245885,-0.905021888,0,0.265128785,4.771751902,3.114085531,4.515469665,0.378600823,-0.18452381
3032,23.47535796,0.092446316,22.43434282,2.216380672,8.181448429,2.221450699,0.06896851,0.098794098,0.131538083,1.04427299,1.957604007,0.049852985,0.155369154,0.643292793,0.003915215
4563,5.503314235,0.130928505,6.936986933,1.008832998,0.968973588,4.904761905,3.220186242,0.145428124,0.116697097,1.359490275,1.735569808,1.266746771,0.665048197,0.278237062,0
1874,-1.847730098,0.176094681,-1.199782394,0.647538887,0.137512208,5.419755482,1.49800104,-0.53971361,0,1.220711894,1.819194115,0.039002092,19.80120769,0.252871983,0
4849,32.54847626,0.342557121,64.70951956,4.965105931,2.25297835,-200,1.144735466,0.076729142,0.121773392,1.34959252,1.740964391,0.575325955,9.69919811,0.595596388,-0.137064071
12644,16.15848728,0.090060052,17.12836916,0.736202948,0.780759744,7.583396226,1.916651368,0.042981497,0.037622448,1.150549665,1.86914979,0.0953736,1.214524335,0.192210197,0.021149242
4353,14.10525129,0.926841993,26.75764075,6.949038833,3.820785545,8.569939463,8.517948367,0.259702972,0.166302071,2.225167639,1.449404343,8.517948367,27.84850039,1,-0.000944287
3676,8.989534329,5,10.6037161,8.98932045,0.783843304,4.816702679,0.656244857,0.847751898,0.207920782,9.333674601,1.10713894,0.052619236,11.03635558,0.62447264,0.057999033
7419,48.21674497,1.28754717,42.64830621,2.806009915,2.729373144,-200,0.613026288,0.06579417,0.037944865,1.44053143,1.694188255,0.120760214,3.15020051,0.390695521,-0.018452646
6060,76.62617508,0.04890447,161.0474522,4.564671503,3.292645256,2.858546785,3.739180066,0.028343643,0.040356696,0.697456148,2.433781898,1.870711463,8.19065542,0.431541779,-0.127410871
1062,10.52432711,0.604696872,14.2486947,4.363941193,1.84532926,15.95475307,2.104279557,0.306269541,0.263541679,1.187802734,1.841890637,0.338651801,9.394281816,0.324165735,0.336826347
8303,11.4870432,0.259683006,17.58563713,3.439217516,1.763743031,412.3333333,3.257728894,0.195569685,0.228222524,0.478412471,3.090889603,1.529726516,9.841614907,0.462816872,0.338586156
6589,-7.131900961,0.030281182,-1.51075194,0.369073247,0.142485676,0.640898528,2.403869625,-0.244297715,0,1.606521219,1.622462989,0.490666683,2.301924484,0.169348191,1.722365039
4945,11.47706294,0.547272915,15.92441738,8.234567053,1.264253664,353.8666667,1.241939592,0.517103192,0.318249258,4.125089452,1.242418985,0.173228748,9.19559507,0.203871762,0.455139766
9690,42.48933384,0.321788777,25.83630138,15.56480606,14.06202352,10.10314762,7.373965148,0.602439406,0.239822321,0.670559706,2.491291514,1.883797004,3.628143917,0.938733109,0.932678571
3050,8.918210725,0.427815154,12.57688073,2.501605839,1.050482759,10.86554622,2.101082402,0.198905109,0.134257082,1.899635036,1.526416907,0.634601955,9.929347826,0.348257617,0.512867647
12037,6.647563835,0.789052275,14.42945681,2.86900276,3.495084913,-200,2.084209011,0.198829575,0.351352588,0.369968598,3.702932099,1.334964733,3.161627268,0.938735292,-0.125167535
7745,24.72712908,0.139090461,38.01850562,3.594383659,4.652262283,25.62096774,3.815323261,0.094543002,0.107332644,0.452574185,3.209582502,1.934964338,1.236662032,0.250521519,-0.137054396
2098,-5.233550301,-0.041203726,-3.617962348,0.310218307,0.124287698,800,6.186196279,-0.085743929,0,3.791984911,1.26371413,1.825365161,41.30660554,0.13438403,0.22815534
10807,-10.48702669,0.170132107,-8.982976907,1.227281856,3.476765526,-200,4.901006931,-0.136623067,0,0.103136195,10.69591709,2.680266771,0.833213548,0.875091763,0.637614679
9068,22.78267181,0.460599176,27.05462423,2.896598818,3.854028167,-200,1.490033336,0.107064833,0.064855816,1.575171544,1.634851489,0.792230764,3.548670638,0.802501484,0.133266866
7089,-500,-0.258295082,62.6462471,1.970686744,6.299081266,-200,0.895774749,0.031457379,0,0.219476563,5.556295158,0.566905046,10.74056471,0.794700066,-0.316384647
12856,20.57436548,0.510833675,19.72175642,2.75482964,2.116094414,8.476762804,1.197585635,0.139684802,0.091784507,1.210456989,1.826134269,0.086369613,4.763958321,0.531475067,0.044831591
5903,19.72943004,0.278842844,13.93263046,3.628646719,1.199210724,14.09215746,1.891401363,0.260442328,0.111690944,1.572794124,1.635811124,0.467283879,19.0777196,0.153624377,-0.307333333
11505,12.01947657,0.275054865,16.16942325,1.89690827,0.526581392,-200,2.274532808,0.117314529,0.12790744,0.810973833,2.233085408,0.00544708,13.15568799,0.235286029,0.029060941
3163,13.88051946,0.070594457,17.16832411,1.628363669,2.587372481,2.048527763,0.698201513,0.094846979,0.084917588,2.220417903,1.450365672,0.174278565,0.247487017,1,1.071848739
11078,14.02422135,0.279003287,19.03014666,4.788117594,4.062314215,-200,5.013833127,0.251606973,0.288110311,0.209641837,5.770040255,3.494172324,5.211523206,0.398567651,0.156881617
12017,25.4143617,0.015407855,77.81041667,1.024382885,0.936065163,0.476635514,2.169916435,0.013165112,0.029411765,0.950082282,2.052540416,0.816155989,1.615384615,0.538596491,-0.162266727
8013,-5.526118383,-0.271112003,-2.566318115,25.31048292,0.313112023,-8.215209125,2.125573505,-5,0,54.95823842,1.018195634,0.499248178,9.993429081,0.503879391,-0.767647059
4417,53.36045583,0.419469613,60.28574374,32.62793645,20.54842434,19.11257057,4.210072067,0.54122143,0.309662226,1.299591874,1.76947234,3.366944517,17.57670046,0.96670328,-0.251006711
9583,17.85274593,0.057139165,20.47850326,2.568253332,0.758844957,2.829649089,0.86301628,0.12541216,0.064028561,3.799765278,1.263174151,0.050004102,0.900994896,0.205599378,-0.416141101
9367,-41.17452897,0.385231882,-25.0397337,3.431541282,3.44244525,16.82000957,1.649437022,-0.137043841,0,0.856303904,2.167809694,1.225858701,8.089831354,0.837884645,0.790780142
3254,8.764874136,0.057235345,46.16963921,1.198889321,0.926752097,1.669704279,1.959348088,0.02596705,0.053849491,1.336552255,1.748193718,0.964533753,0.717311617,1,0.558508615
11145,11.2077659,0.202596827,22.42674596,2.260257137,0.542765568,46.89301503,2.793036035,0.100783999,0.114169365,0.80338594,2.244731767,1.140520976,23.88698836,0.267993494,0.391649049
2952,-8.254553933,-0.906501223,-7.875137902,17.24047057,34.98532104,-9.190697674,4.577720207,-2.189227768,0,2.001237094,1.499690918,4.308133145,51.01970443,0.986192913,0.112947658
5034,83.50539903,-0.509146341,-179.7013273,4.152761765,1.604562963,0.875874126,0.739027096,-0.023109244,0.016279162,4.303501401,1.232434016,0.45373158,7.9995671,0.488283998,0.619816909
2151,15.31918745,0.223176575,22.10111695,4.375731175,1.225972301,29.05615881,0.643573007,0.197986879,0.187116134,1.095606238,1.912736679,0.125216289,2.35443868,0.434045555,0.193358224
7622,11.63394696,0.578705166,19.02376563,3.430472504,3.802736268,-200,4.495776631,0.180325629,0.265559719,0.154411932,7.476183454,1.687236039,5.452243325,0.593472334,0.192086649
10585,20.51273101,-0.699258587,22.67495938,-14.39337289,1.029524509,-200,0.308710617,-0.634769512,0,0,0.811019031,0.003298763,7.448171725,0.605886751,0
3578,11.92939817,1.061325207,18.68635153,2.997386179,1.498862817,6.799893193,1.222131502,0.160405105,0.159912379,1.318212237,1.758603184,0.20734331,8.240939107,0.412899218,-0.170243463
2253,10.9481772,0.179915644,14.89602668,6.627832827,0.528175305,3.420576401,0.763238658,0.444939645,0.167597777,5.742966438,1.174126039,0.154095649,2.394689589,0.689826015,-0.095246937
9623,-17.97162184,-0.026938393,11.44099372,3.472802032,1.446771164,-0.628415301,2.393434343,0.303540244,0,0.744086363,2.343930019,0.7,10.01324503,0.758333333,0
12558,17.92947515,0.101754829,24.5461386,2.838983851,2.816608744,3.166994106,1.242091672,0.115659082,0.075862675,2.275481352,1.439467456,0.541639768,0.48399819,0.532994924,0.22663898
5383,15.82110654,0.06302536,21.10512676,1.216450277,1.796575813,2.659809333,0.725346729,0.057637667,0.054464567,1.905858477,1.524697931,0.012340286,0.288857591,0.72112541,-0.028236915
517,11.20790047,0.306982143,17.48863672,2.720147627,0.839204483,800,2.998291989,0.155538003,0.218785294,0.39374025,3.539745429,0.297535584,29.57811468,0.277382034,-0.007617871
4331,12.00706338,0.369455943,12.30335678,2.124090226,1.799917663,10.15853659,1.642758621,0.172643146,0.131152897,0.886813187,2.127633209,0.215763547,5.826384923,0.325818467,-0.018257059
12252,4.736331261,0.145225795,7.559471676,9.286506364,9.229906785,1.580191162,3.336775888,1.228459708,0.566046984,2.61309522,1.38268793,3.157384639,3.575985582,0.769789796,0.082621083
11936,13.86103859,0.144443341,21.21162107,4.50475577,4.502722632,10.41833811,0.987912088,0.212372065,0.143323476,1.795404375,1.556977589,0.367307692,0.395741134,0.573892984,0.196408634
3750,19.39935994,0.873217116,16.76310096,4.59384058,1.744234617,9.107438017,1.086407767,0.274044796,0.092595175,2.601668863,1.38436867,0.148543689,5.112531969,0.583291646,0.524731183
1773,-57.12905785,-0.52404227,-60.82092378,7.29552065,13.07627014,33.20075758,1.403022633,-0.119950836,0,0.452271474,3.211061404,0.838147707,13.86412405,0.765656862,0.044614691
10990,23.56904027,0.411296034,26.38926421,1.880481977,1.188177257,6.308214528,1.241223733,0.071259356,0.053101338,1.403182908,1.712665465,0.153337454,7.364736913,0.358482942,0.214136704
10363,12.91661879,0.154685279,21.66323814,100,0.305477479,60.54107338,3.748403198,5,0.102447701,100,1,0.006414937,39.07258817,0.223395283,-0.000322581
4437,15.71577505,0.416594581,21.77033842,6.770773268,1.653698432,-41.58946379,2.061151353,0.311009096,0.401256213,0.667518061,2.498086806,0.696192228,16.14418623,0.321977817,0
8592,9.75396204,0.10694993,14.93355864,2.422017962,0.812027099,1.898097858,1.699585826,0.162186256,0.081284938,3.947838802,1.253303149,0.792347787,1.712267438,0.592839397,-0.332068311
8552,17.24974212,0.070415599,17.86813777,1.688455908,2.225006563,2.884507287,0.501855742,0.094495349,0.058250621,2.290076579,1.43666662,0.020973389,0.299125335,0.692938889,-0.005290072
1569,16.40245713,0.48818959,28.74297464,7.002820246,0.9373454,247.1973684,1.179679356,0.243635891,0.166135136,3.246344812,1.308038751,0.561621554,21.77792201,0.165686499,0.315416667
3937,11.31656709,0.166721697,16.30778484,1.115805785,0.755468359,26.43651832,4.493970585,0.068421665,0.088768897,0.371179571,3.694113786,0.144798903,5.804467268,0.23270966,0.005817712
10551,-5.243029586,-0.148716747,-10.06459646,1.867109654,0.662871896,800,3.020798669,-0.185512619,0,0.744831028,2.342586388,1.788269551,15.8535313,0.79365682,-0.456140351
2249,15.49736036,1.679579591,24.99444492,19.7363172,8.07576465,800,2.758463181,0.789628146,1.04271681,0.481977315,3.074786444,1.381853318,10.51267396,0.88878015,0.31614786
2503,18.80547114,0.224876707,30.48477069,2.628841949,0.472001177,3.111521873,2.215494842,0.086234598,0.085375499,2.084649188,1.479697018,0.02379198,19.28555901,0.256678429,-0.219420601
7172,18.66501434,0.354310594,26.42399485,7.156349589,8.564898608,77.05874921,1.751964392,0.270827694,0.303626323,1.068370657,1.936004741,0.531026551,1.979424733,1,-0.006555905
3146,7.26250311,0.32879662,11.48816279,1.789467268,0.74877576,404.65,3.103427011,0.155766183,0.244971352,0.34594051,3.890670426,0.029953308,106.2547425,0.252078657,0.316666667
6614,11.47229527,0.107173982,15.03368061,1.377011214,6.425081725,2.355052662,0.06156264,0.091595082,0.125624156,1.023852129,1.976703541,0.025803663,0.125913151,0.71791748,0
9739,51.53838494,0.021160007,66.26252672,1.604461568,14.40977797,2.187086874,4.042198597,0.024213709,0.026123876,0.460726998,3.170482746,3.934490872,0.085430184,0.756835487,0
5178,14.97570093,0.07302657,18.05377147,1.281556486,2.653276259,11.1092437,2.938521677,0.070985527,0.062419788,0.512325717,2.951883278,1.634683724,0.720351044,0.400943914,0.473333333
5835,8.499545244,0.234640671,8.225550769,1.944928338,0.570061627,9,1.836126629,0.236449618,0.135919268,1.893052019,1.528247502,0.211049038,3.061031332,0.215907879,0
3387,11.79343131,0.434080475,18.61159843,2.25274026,0.674217307,15.78978389,1.641815235,0.121039591,0.143116878,0.885339238,2.129510539,0.270794165,14.71398723,0.187620798,0.45674939
8511,40.97254772,0.191317278,103.9941918,5.521226939,4.019980606,2.496309823,2.372990181,0.053091686,0.079748131,1.242327172,1.804940939,0.63358722,5.300301888,0.750444845,-0.350258777
9061,10.33357267,0.512161886,13.22680158,1.856425355,2.219438463,-200,1.594875782,0.140353308,0.11586779,0.924974021,2.081111444,0.878633048,3.634831038,0.832035779,0.011335013
11815,6.993227063,0.78340305,9.355681408,7.329382746,2.714975517,-200,3.964851721,0.783415171,0.768891699,0.63218303,2.581820378,2.327834462,79.06888839,0.427144946,1.920869565
7861,16.12122287,0.863156008,23.10188355,4.580816773,6.585408998,10.88720979,1.627063809,0.198287588,0.176159653,1.011771784,1.988365179,1.075885154,10.59463826,0.722455552,0.263335704
11473,41.70392847,0.626865672,60.365634,14.30630632,13.09519044,29.4,2.592592593,0.23699422,0.23902439,0.702890173,2.422697368,1.983539095,11.52439024,0.980952381,-0.18124193
4266,3.863337376,2.081239305,8.689014078,1.256309267,0.238209528,2.905862529,0.737225813,0.14458594,0.237074994,3.118595472,1.32065717,0.396961913,5.977786219,0.540364733,0.547905325
10938,-4.532057747,-2.126185605,-4.18100402,2.642906552,1.817889959,-15.16764646,1.154279378,-0.632122461,0,1.935466652,1.516671263,0.45613892,8.806833364,0.529283894,-0.465454545
2337,32.06210186,0.13158352,78.69973883,-15.1413096,4.337016094,1.894280149,4.652117333,-0.192393391,0.130251917,0,0.832365793,3.666232887,1.385980151,0.577991246,0
10757,-8.190396206,-0.353576389,-7.461126618,1.780130864,2.330970959,-4.488869297,2.496954534,-0.238587408,0,0.968687898,2.032324241,1.833645521,177.0762527,0.829664854,0.11130137
4771,11.7928922,0.199309265,16.572912,2.51921434,0.520983484,6.485166317,1.378931169,0.152007948,0.154752931,1.07324825,1.931750879,0.230231423,6.845298257,0.441131639,0.059275521
3668,14.59417178,0.538006466,23.4308417,8.509058456,1.725553126,269.6896552,2.081583477,0.363156329,0.447699702,0.731816154,2.366463415,0.496213425,8.034048225,0.358690898,-0.018644068
4548,37.50614608,0.011890562,19.75130029,0.254873088,3.364498457,4.923286428,6.711812209,0.012904117,0.011855819,1.104503195,1.905384434,6.711812209,0.040372105,0.491989479,0.207568169
2290,128.6150041,0.118280217,-39.70280504,5.049169937,6.571281308,1.211219817,1.2364789,-0.127174136,0.014984977,3.282026459,1.304689804,0.255238894,0.383897013,0.69053601,-0.030429733
7955,89.5144981,0.022093594,-500,1.166660814,0.313519105,2.337181337,1.637759389,-0.00056866,0.011453356,0.821049132,2.21795391,0.200044754,14.91776914,0.067642915,0.346289753
8326,-12.90017461,-0.164956652,-15.56012158,3.209482718,9.172614555,-200,14.02574124,-0.206263344,0,0.116297363,9.598647224,13.1819407,6.586634615,1,-0.273885234
11119,16.33626004,0.346628045,17.73489159,1.165803872,2.392003043,2.743680188,0.711437032,0.065735044,0.061213083,0.805320912,2.241741007,0.204635884,2.134967768,0.394783766,0.335957525
10343,-5.916941397,0.171056563,-2.272640722,16.88356806,0.325163611,1.910152526,1.684802159,-5,0,35.35120967,1.028287575,0.082044838,7.928305519,0.160624678,0.312274368
1575,12.87974008,-0.367457432,16.3359143,5.223397515,0.660974691,35.16064639,0.615979776,0.319749322,0.10672154,5.351714173,1.186856018,0.109528123,37.91302596,0.198440945,0
11522,8.456931682,0.946091376,14.80495503,3.802280554,4.310446127,-200,6.072463768,0.256824864,0.414498334,0.072427551,14.80690055,4.247463768,6.919123703,1,-0.038904899
1522,16.04549369,0.165840577,26.23167839,1.186095242,1.434015713,-200,2.916536609,0.04521614,0.061861133,0.253657243,4.94232779,0.664721449,9.330656186,0.594308005,0.123134328
7433,20.16187409,0.257984583,27.15310503,3.620959843,2.278054717,316.5463728,1.486274678,0.133353436,0.140704663,0.718405546,2.391971436,0.708579237,2.625408899,0.233586536,-0.416523011
135,11.844546,0.45707803,14.05749888,3.916428566,2.323616326,17.69651179,1.47021172,0.278600667,0.205338606,1.421368355,1.703547393,0.438204392,4.090161107,0.572872753,0.151728844
12011,16.77100417,0.070304634,30.72261975,1.180671103,1.000686687,3.674476596,1.684101689,0.038430027,0.052759818,0.659372886,2.516592539,0.653063144,1.622701612,0.614326465,-0.066639073
211,14.21399424,0.590063597,14.69192818,52.82315262,2.490282319,310.6444444,2.141807114,3.59538598,0.484438299,10.60106477,1.094330147,0.571659282,15.01136578,0.391983468,-0.401088929
5691,9.995844724,0.780705996,11.2223947,2.410911944,0.780108384,-200,1.096775499,0.214830436,0.146125166,2.052965842,1.487100165,0.221221383,10.71435858,0.239469028,-0.357297949
11002,13.8797626,0.450772879,19.10425279,4.827464231,4.680495028,-200,4.127398146,0.252690555,0.314421748,0.177323373,6.639414495,2.249622764,3.942884802,0.477074638,0.012268371
1704,18.05422705,0.230743677,21.46461177,4.133157228,2.577257297,5.48343752,1.254158243,0.192556813,0.111572624,4.004225695,1.249736173,0.358975779,2.810484753,0.714024514,-0.078508955
12093,15.72404599,0.283554282,19.79485298,4.718520535,3.270398683,-70.66071429,1.738214571,0.238371083,0.225158946,1.0730464,1.93192615,0.614149778,6.568301688,0.414381499,0.134864765
4692,-109.7423641,-0.117617447,-72.20194941,28.23513321,5.282960824,-1.548035968,2.201156171,-0.391057768,0,2.470027697,1.40485376,1.705557838,11.03553922,0.587056574,0.812347188
7197,21.69036374,0.305767668,42.40292327,6.868064911,4.140156879,-200,4.908721181,0.161971496,0.269653582,0.251429591,4.977256596,3.38519402,5.593213862,0.528008468,0.792127158
12762,28.74441553,0.200084557,33.76539207,100,4.377068243,4.553653431,2.039673412,5,0.143657816,62.29404387,1.016052899,1.792771588,1.139121308,0.381095604,-0.411302983
3452,-15.03507035,-0.853242859,-18.71729782,14.25237512,138.0882126,800,4.270119937,-0.761454739,0,0.314786302,4.176758307,3.552928907,9.818181818,1,-0.312739783
588,16.23070013,0.070053777,12.39925556,1.040381232,2.569313864,2.810955723,0.563320411,0.08390675,0.054707606,3.091211267,1.323497786,0.509565223,0.113084832,1,0.399647887
4628,15.56783538,1.001739368,23.00837863,8.120352589,4.829561619,-200,1.485340511,0.35293024,0.365683995,1.02683175,1.97386938,1.089036108,14.90193875,0.832756626,0
6675,37.44552617,0.088071463,121.5573333,1.588819917,3.839422441,1.853466762,0.702754399,0.013070539,0.029404764,1.831742739,1.545928191,0.136572303,0.321751194,0.693472375,-0.141774892
10941,4.422648475,0.598691805,4.553301887,3.726494138,0.872317424,13.35622318,1.858068316,0.818415785,0.464232489,1.889905633,1.529126948,0.623674912,6.540718039,0.313541736,0.224703892
4819,-7.203616483,-0.500455529,-9.180502778,5.179126639,500,-54.4520222,7.658013376,-0.564144118,0,0.718533615,2.391723337,7.51424325,0.435432231,1,-0.196470588
5757,14.32275225,0.529822076,26.5290149,2.9477836,0.864958074,23.95207889,1.444346451,0.111115456,0.15986153,1.150660951,1.86906573,0.061738969,33.23069272,0.272767425,0.123414672
5557,10.03256649,0.341113427,17.26244292,3.911064995,1.390540851,403.2286689,3.481008568,0.226564978,0.337297871,0.392929389,3.544986522,0.865576499,9.824437251,0.357732904,-0.254336426
6763,10.90614873,0.186513306,19.38362894,2.465020033,1.013592654,6.014545455,2.021691974,0.127170203,0.173757748,0.686155216,2.457396194,0.348698482,2.346649485,0.369455122,-0.08833857
1319,-35.54858836,0.225522947,-23.4286258,3.099218243,1.415680098,2.752415581,1.70722606,-0.132283398,0,2.030642967,1.492454861,0.605833734,11.59302166,0.34652541,-0.109961686
11015,14.79851337,0.233168311,23.62377778,5.328525517,5.804338426,30.67976751,1.131812398,0.225557723,0.238167317,0.890479725,2.122990195,0.251509168,0.624700224,0.619673276,-0.123612903
853,8.251836664,0.250668816,9.247539604,1.401916871,0.575872635,8.851403792,1.247291661,0.151598904,0.120753063,1.621599352,1.616675135,0.452456225,1.553393703,0.180884639,-0.061630219
6056,-14.27333218,-0.070420971,-24.90548475,1.69363772,1.531103638,20.52517986,4.266127542,-0.0680026,0,0.342729988,3.917748764,2.603160813,8.78144569,0.453808941,-0.202857143
12838,11.93305928,0.224858786,16.16207294,1.69657479,1.205796686,69.845953,0.839598866,0.104972598,0.107722326,0.743814475,2.344421269,0.053239525,1.130436542,0.30958859,0
9100,10.11783505,0.317872505,14.47623233,2.86867858,1.152632856,12.76753712,2.316163074,0.198164724,0.156113566,1.404134335,1.712182571,0.814804693,7.639168232,0.240446866,0.213825889
7241,9.279795022,0.273310131,15.66052932,2.238517397,0.885217689,800,2.604350802,0.142940085,0.188023687,0.478701724,3.088983493,0.714026858,8.987418111,0.400841414,0.141544118
4742,8.770108544,0.316608638,12.49467258,3.104332503,0.42302217,-19.74057894,1.419358944,0.248452489,0.220243283,1.548376999,1.645837545,0.599415963,21.27907908,0.049237755,0.155641026
799,15.53982514,1.116145435,22.15436158,4.012296049,3.050727815,9.882764469,1.323618218,0.181106372,0.171213945,1.047237423,1.954893301,0.179533597,8.694552301,0.353930898,0.254137683
3019,-6.682721287,-1.195406373,-7.352018456,8.202788573,3.453805715,-38.81012658,1.427138666,-1.115719258,0,1.5237529,1.656274387,0.641570944,13.78851659,0,-0.069565217
1506,13.34883049,0.286200272,18.81408365,2.982772459,1.491590577,5.438909111,2.056583991,0.158539343,0.138794939,1.535834089,1.651111996,0.191402344,3.8035155,0.27364468,0.107928506
4434,10.90728443,0.435489138,19.0379847,5.136441703,1.315564245,-69.2336628,2.314177482,0.269799655,0.420666273,0.523853527,2.908930547,0.937800465,12.60973769,0.33064813,0.220935315
8910,45.93349608,0.372423266,77.84385557,16.58400182,7.25759084,24.13104415,1.046188907,0.213041886,0.23438684,7.916888744,1.126312246,0.069706708,3.816864318,0.842098703,0.888099467
9087,11.22487602,0.154804555,13.57637074,1.638275165,0.696553226,3.658423043,4.002251407,0.120671069,0.09767798,0.904285137,2.105845888,1.406604128,4.234352256,0.3418586,3.045454545
6603,27.81893487,0.374403056,45.57855403,4.279095456,2.741724043,2.285714286,1.589586028,0.093883967,0.044027599,4.225921692,1.236634768,0.743208279,4.618181818,0.300036623,0.119602165
8740,-500,0.029181459,85.01421985,3.386932303,2.445969853,-200,1.727335604,0.039839598,0,0.895409697,2.116807204,0.152557684,16.81335838,0.449739934,0.838453039
7579,65.44770437,0.130504404,61.9385581,5.141024472,6.16772964,-200,4.242166397,0.083002004,0.063269734,0.273157428,4.660892578,3.602647218,26.0174359,0.902589979,0.177062374
10082,13.71581865,0.20019819,17.30511331,2.610722929,2.76421869,33.14913252,1.019411399,0.150864249,0.152797444,0.629259453,2.589169611,0.01048206,0.735924206,0.429281994,0
4603,20.50901949,0.251672987,23.90906429,3.437817871,1.95005273,13.58471389,2.266418351,0.143787219,0.140965863,0.605721503,2.650923725,0.231273719,6.269216281,0.333068593,0
1896,14.98057402,0.285875755,16.88860145,3.83246468,1.57659507,28.81609907,2.047796794,0.226926113,0.205978857,0.790342999,2.265273433,0.20715558,3.43103847,0.339108964,0
339,500,0.000827288,-42.84457489,8.742980983,5.654778963,0.060185185,1.881269642,-0.204062732,0.000331269,2.405346999,1.415740432,1.414770585,14.79090372,0.851962781,-0.065813228
11480,42.51093785,0.251718958,58.8058414,4.399089211,4.711058977,193.1150972,2.836884221,0.074807011,0.087799529,0.347256511,3.879715623,0.87678653,25.52546753,0.498865864,0.035743298
7313,14.63522222,0.290427699,10.86841121,8.247659574,1.327913217,3.168888889,1.637268204,0.758865248,0.144086452,5.390070922,1.185526316,0.762098598,6.69789675,0.294033685,-0.004540295
4508,15.86909158,0.398937824,25.34217108,6.538597891,3.354174463,800,4.218069391,0.258012539,0.397020994,0.231767471,5.31466934,0.305035527,4.887499362,0.508209038,0.027777778
11915,10.40569239,0.149213883,17.35607353,1.343095038,0.24356966,13.90050137,2.361790772,0.077384729,0.105919336,0.716229835,2.396199867,0.021895291,15.40379511,0.154070351,-0.305461902
2101,-39.47356426,0.017843393,-13.78557754,1.940926793,0.362611277,-200,8.085287282,-0.140794014,0,7.2593598,1.137753194,2.155291896,75.73982353,0.168349543,-0.007391763
12665,9.856246275,0.7874661,7.45749785,-3.266432088,0.790928259,2.962652855,1.491199345,-0.43800644,0.164766287,0,0.865573343,0.365867264,6.809914468,0.574305814,0.149147727
479,5.174453618,0.456316885,15.34106259,3.687698457,1.598268343,-200,1.67638656,0.240380902,0.365715336,1.202858129,1.831353238,1.491183951,51.48314521,0.217334497,-0.391745112
3445,-67.1216051,-0.032264694,-10.51933106,2.593249944,1.452024497,-2.783687943,2.067472635,-0.246522324,0,0.74708324,2.338538929,0.202581278,1.789166105,0.372675879,-0.392601432
